Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
Restaurant 3616,Suburban,American,3.9,61,38.36,2254,23604,5,770,216.7138301,4.2,9.2,No,17,41,532477.32
Restaurant 3617,Rural,Japanese,4.5,49,69.26,2363,23229,6,905,276.5395221,1.1,8.3,No,35,20,764254.31
Restaurant 3618,Rural,Japanese,4.5,40,75.63,4156,41659,12,463,67.29139939,4,2.6,Yes,24,14,689935.69
Restaurant 3619,Suburban,Japanese,4.1,56,65.93,3386,42011,17,540,160.7675578,1.2,6.1,No,35,1,839848.55
Restaurant 3620,Rural,Mexican,3.2,30,34.01,2272,26704,16,265,87.34017824,8.9,8.6,No,15,20,254659.25
Restaurant 3621,Suburban,French,4.9,65,58.76,1164,17978,18,821,252.6541203,7,5.9,No,18,17,867242.1
Restaurant 3622,Suburban,American,3.9,65,44.34,2175,26492,6,568,203.5245607,9.7,9.2,Yes,20,39,654969.06
Restaurant 3623,Rural,American,3.7,46,45.91,1903,24910,10,768,269.9123293,9,9.2,No,31,17,489437.02
Restaurant 3624,Downtown,Japanese,4.3,84,68.84,5990,66942,9,618,65.77503063,6.4,4.1,Yes,49,17,1298742.18
Restaurant 3625,Rural,American,4.3,50,36.42,4020,48685,2,591,276.4326698,5.5,8.9,Yes,23,14,418992.79
Restaurant 3626,Downtown,Indian,3.4,78,31.59,2442,26730,3,300,66.79915463,9,6.3,Yes,60,58,559597.5
Restaurant 3627,Suburban,American,4.7,54,43.35,3408,43148,10,782,121.9014502,3.7,5.3,Yes,15,10,537074.25
Restaurant 3628,Suburban,Italian,3.6,69,46.59,1682,21240,8,802,89.04143678,3,8,No,59,64,728441.06
Restaurant 3629,Downtown,Indian,3.4,77,32.86,2171,21486,9,733,86.34641602,4.7,8.1,No,50,31,577976.64
Restaurant 3630,Suburban,Indian,3.8,70,32.25,2923,36793,19,294,92.91747449,1.5,7.1,Yes,49,62,528084.4
Restaurant 3631,Downtown,American,4.5,70,38.91,7447,83677,1,254,170.0544679,3.7,8.3,Yes,56,9,621881.8
Restaurant 3632,Downtown,Mexican,4.9,76,25.82,6638,70939,2,537,246.0905719,1.8,9.6,Yes,68,11,454065.81
Restaurant 3633,Suburban,Japanese,4.6,60,74.42,1792,25891,4,792,274.5693188,1.5,8.9,No,13,22,995250.05
Restaurant 3634,Downtown,French,4.9,89,64.46,7529,75915,16,974,191.7193396,6,1.7,Yes,23,0,1294759.69
Restaurant 3635,Rural,French,3.3,50,59.54,760,6940,12,907,89.43788932,7.4,8.7,No,9,32,677755.14
Restaurant 3636,Rural,Italian,3.1,42,51.73,1191,16279,2,85,69.79766813,5.8,8,No,4,38,489655.65
Restaurant 3637,Suburban,French,4.1,62,62.06,1745,16631,15,148,173.5324049,1.6,9.3,Yes,44,18,870693.45
Restaurant 3638,Suburban,French,3.6,56,63.24,3195,36285,18,418,241.3450587,4.6,7.7,No,53,53,813871.55
Restaurant 3639,Downtown,Japanese,4.7,80,70.73,2928,30185,16,993,205.0402631,2,8.9,Yes,10,22,1270790.21
Restaurant 3640,Downtown,Japanese,4.3,87,70.61,5855,64523,12,964,195.6953959,6.9,1.1,Yes,65,10,1380564.73
Restaurant 3641,Downtown,Mexican,4.9,70,31.94,6762,73292,18,307,62.03880356,8.4,9.8,Yes,40,48,533972.52
Restaurant 3642,Downtown,Italian,3.5,81,52.73,2736,32002,14,550,152.8863471,2.1,2.7,No,54,67,964961.9
Restaurant 3643,Rural,French,4,32,58.81,3842,40401,12,703,187.5959673,1.6,8.8,Yes,15,28,441058.36
Restaurant 3644,Rural,Mexican,4,30,28.63,1145,15756,5,769,199.5728897,4.7,9.4,Yes,20,2,204822.26
Restaurant 3645,Suburban,Italian,3.5,53,47.97,1821,20156,4,674,51.20201555,3.7,1,Yes,47,10,570959.38
Restaurant 3646,Downtown,Indian,4.2,75,36.04,4832,57202,18,661,99.88874412,3.3,9.2,No,40,47,630772.58
Restaurant 3647,Downtown,French,3.9,74,58.96,2596,27148,17,153,287.4465027,2.9,8.5,Yes,57,8,987595.56
Restaurant 3648,Suburban,French,3.9,60,60.94,801,12766,16,528,177.1609596,3.9,9.3,No,38,23,829964.74
Restaurant 3649,Downtown,Japanese,3.7,89,69.47,2450,25581,10,289,225.9105505,9.7,2.6,Yes,84,38,1384197.16
Restaurant 3650,Downtown,American,3,82,44.2,3870,44939,17,417,127.046683,8.7,8,Yes,71,8,831471.35
Restaurant 3651,Downtown,Italian,4,80,45.8,4830,51308,12,802,196.3429983,6.4,5.4,Yes,9,14,832783.8
Restaurant 3652,Downtown,French,3.7,75,61.29,2858,34551,12,340,139.1168191,8.2,3.3,No,52,0,1034319.88
Restaurant 3653,Downtown,Italian,3,88,51.33,2402,30674,4,198,124.2397197,1.1,7.8,Yes,74,74,1010811.3
Restaurant 3654,Suburban,Mexican,3.6,64,29.22,3323,37023,3,781,152.8494951,2,5.3,No,59,46,427663.27
Restaurant 3655,Downtown,Mexican,3.6,90,29.63,3402,40354,1,450,164.9569823,3.6,9.1,Yes,77,22,602311.37
Restaurant 3656,Suburban,American,3.8,62,43.8,3401,35174,12,547,132.7869718,6.8,7.4,Yes,4,8,622296.2
Restaurant 3657,Downtown,French,3.3,79,58.09,2761,33831,8,643,114.4974026,9,2.3,No,49,5,1028921
Restaurant 3658,Rural,Japanese,4,30,74.59,3311,33903,8,337,205.9550942,3.1,3.3,No,15,11,510531.29
Restaurant 3659,Rural,French,4.4,42,64.86,1015,13090,12,712,145.1831191,2.3,3.4,No,24,14,617497.96
Restaurant 3660,Rural,Italian,4.3,35,52.16,2138,29905,4,183,100.4565076,8.6,4.1,Yes,25,2,416632.97
Restaurant 3661,Rural,Indian,4.6,50,38.5,3103,39409,16,846,239.591927,4.7,7,Yes,37,0,453166.45
Restaurant 3662,Suburban,Mexican,3.9,69,31.74,1416,20485,2,880,230.9353952,7.3,9,Yes,43,12,496427.09
Restaurant 3663,Suburban,Italian,4,61,50.78,1695,21702,4,503,271.703957,5.9,6.3,No,44,53,698029.28
Restaurant 3664,Downtown,American,4.6,86,45.63,4847,55046,4,274,188.7547548,2.6,7.8,Yes,16,74,883272.92
Restaurant 3665,Rural,Mexican,3.9,47,28.11,2461,26284,11,686,119.8592519,7.3,3.9,Yes,35,15,313719.43
Restaurant 3666,Suburban,Japanese,4.4,57,66.7,1821,18085,3,657,265.9269198,4.8,5.7,Yes,32,52,851418.65
Restaurant 3667,Downtown,Mexican,3.9,83,28.16,2503,28270,10,898,120.0752801,3.6,5.5,No,17,2,533913.36
Restaurant 3668,Downtown,Indian,3.8,74,36.76,1864,24944,12,949,213.9001508,9.1,7.3,Yes,11,15,622829.52
Restaurant 3669,Suburban,French,4.5,51,57.04,3033,34413,17,801,97.59825901,1.1,5.7,Yes,5,31,667405.35
Restaurant 3670,Rural,Indian,3.3,40,40,2199,28178,9,875,207.2936788,4.6,4,Yes,10,25,371557.4
Restaurant 3671,Downtown,Indian,3.7,72,34.52,2298,26703,2,976,260.2142973,3.7,3.2,No,25,27,558290.55
Restaurant 3672,Rural,French,3.4,45,64.35,2514,29121,18,967,184.9860251,1.5,3.3,Yes,40,26,665977.4
Restaurant 3673,Rural,Mexican,3.7,50,27.74,1739,21575,12,460,167.7218778,1.7,9.8,Yes,7,40,327414.03
Restaurant 3674,Rural,American,3.5,45,38.44,2657,28636,6,423,298.3682311,2.6,4.2,No,31,16,396296.18
Restaurant 3675,Downtown,French,4.2,78,55.65,5497,60530,18,134,55.61302281,5.5,8.3,No,4,47,989891.45
Restaurant 3676,Rural,French,4.6,42,57.84,1214,13088,13,133,132.9328952,3.5,1.6,Yes,29,26,553484.92
Restaurant 3677,Downtown,Japanese,4.6,79,70.39,6683,68787,15,531,279.6495894,8.5,1.8,Yes,67,11,1257983.66
Restaurant 3678,Rural,Mexican,3.7,46,35.41,945,13150,1,392,210.6606713,3.2,7.2,Yes,36,34,368258.04
Restaurant 3679,Downtown,French,5,90,59.28,4659,51804,8,321,185.5243189,7.5,5.1,No,46,18,1196723.42
Restaurant 3680,Rural,American,4.2,46,42.04,1711,22218,18,55,209.4229272,2.9,8.9,Yes,5,32,452753.84
Restaurant 3681,Suburban,Italian,3.8,59,49.7,3293,36338,12,513,130.4852876,1.4,8.8,No,21,16,668895
Restaurant 3682,Rural,Mexican,4.7,37,25.51,1328,15426,12,568,67.79203448,3.4,7.8,Yes,25,8,229048.66
Restaurant 3683,Rural,Japanese,4.5,36,70.54,3187,41162,1,63,118.7869588,8.5,8.3,No,28,11,575253.02
Restaurant 3684,Downtown,Indian,4.5,83,30.73,5528,57857,10,52,134.1240249,1.7,8.8,Yes,28,32,586961.86
Restaurant 3685,Downtown,French,3.4,87,64.72,6735,71805,19,786,169.9662825,4.1,8.1,Yes,68,78,1282924.03
Restaurant 3686,Rural,American,3.9,50,43.28,2292,29918,19,866,148.4741286,1.1,5.7,No,44,28,506098.06
Restaurant 3687,Suburban,Mexican,4.7,68,29.17,1556,25138,11,853,180.250556,6.7,3.4,Yes,18,12,456621.64
Restaurant 3688,Suburban,American,4,67,42.04,3414,37895,3,536,99.02034581,9.5,8.1,No,2,66,639599.39
Restaurant 3689,Downtown,American,4.4,83,36.23,8322,84621,14,846,96.0121155,4.5,3.9,Yes,39,57,698636.84
Restaurant 3690,Suburban,Indian,4.2,59,37.73,3205,39576,18,437,137.9281194,6.2,3.2,No,13,55,520435.27
Restaurant 3691,Rural,Japanese,4.7,30,74.05,3270,34189,6,536,168.4287854,5.1,2.5,Yes,14,20,506512.65
Restaurant 3692,Downtown,Mexican,3.6,78,34.04,5500,60847,9,217,135.4321481,9.8,6.6,Yes,59,76,614993.03
Restaurant 3693,Rural,French,4.2,47,58.13,4083,47978,9,986,194.1405581,7.6,3.2,No,39,31,627296.59
Restaurant 3694,Downtown,Japanese,3.2,82,67.9,2142,22527,17,455,127.5015284,1.4,4.4,No,26,62,1250472.75
Restaurant 3695,Downtown,French,4.4,86,60.74,6970,75634,4,512,94.29224861,2,7.4,Yes,63,81,1176684.42
Restaurant 3696,Downtown,Italian,4.5,85,55.65,8189,88132,4,181,265.7070275,5.2,8.1,Yes,12,17,1065240.7
Restaurant 3697,Downtown,American,3.1,80,45.13,5950,64662,19,555,100.1505246,6.7,3.8,Yes,10,9,829053.17
Restaurant 3698,Suburban,Italian,4.4,58,48.96,2038,22050,16,682,291.6603475,3.6,8.6,Yes,14,45,652402.06
Restaurant 3699,Rural,American,3.8,36,43.58,2602,33839,17,285,296.8510186,7.1,1.5,No,28,15,372923.61
Restaurant 3700,Rural,Indian,3.2,30,40.13,2948,35666,3,72,224.2009489,6.2,9.9,No,14,22,282498.08
Restaurant 3701,Rural,Japanese,3.8,38,67.87,1601,24345,7,663,175.5002485,4.9,4.8,Yes,24,30,585273.87
Restaurant 3702,Downtown,French,3.4,79,64.13,3970,45373,5,181,248.8547078,6.2,3.9,No,42,52,1134177
Restaurant 3703,Suburban,Indian,3.8,65,32.95,1821,23406,3,501,268.3006789,9.2,9.3,Yes,54,43,489393.2
Restaurant 3704,Rural,French,3.8,50,58.78,3112,34214,12,323,227.3979493,3.2,2.2,Yes,8,28,667481.78
Restaurant 3705,Suburban,Japanese,4.5,67,67.19,1717,19797,19,50,75.51118886,8.1,4.2,No,27,48,1019733.47
Restaurant 3706,Downtown,Mexican,4.5,83,30.58,7621,82781,9,593,50.74696736,1.1,4.2,No,28,79,587531.27
Restaurant 3707,Rural,Italian,4.2,40,54.28,4132,49118,3,710,97.9753306,1.8,4.8,No,29,29,495014.94
Restaurant 3708,Suburban,Italian,3,53,50.81,789,7351,3,215,97.1329739,9.5,8.6,No,24,51,607593.47
Restaurant 3709,Downtown,French,4.9,88,56.36,9523,96904,16,459,95.62937416,7.3,8.6,No,83,36,1136874.46
Restaurant 3710,Suburban,French,4.4,62,57.77,2611,31086,13,346,177.4430797,6.7,6.3,Yes,34,47,814743.23
Restaurant 3711,Rural,French,3.1,30,61.19,756,15222,6,738,180.0211159,4,9.9,Yes,0,18,419440.82
Restaurant 3712,Rural,Japanese,4.6,50,71.42,2709,35367,1,902,230.7555117,2.7,8.6,Yes,45,31,801762.77
Restaurant 3713,Downtown,Mexican,3.4,88,31.35,2897,34366,11,142,100.3669532,4.4,7.1,No,23,58,629814.35
Restaurant 3714,Downtown,Italian,4.2,84,45.85,8097,80532,18,678,73.16498956,6.4,2.8,No,18,11,884914.35
Restaurant 3715,Downtown,Indian,3.9,89,38.29,2218,29213,3,986,216.5228294,6.7,5.9,No,18,14,763595.32
Restaurant 3716,Suburban,American,3.8,64,45,1911,21711,18,145,170.9992557,2.5,2.9,Yes,32,55,659577.05
Restaurant 3717,Suburban,Japanese,4.8,60,70.62,2024,20251,11,620,216.5801625,5,3.7,No,52,14,953246.27
Restaurant 3718,Suburban,Italian,3.9,54,52.91,2677,30466,15,949,145.1850612,6.1,7.2,Yes,39,19,657869.24
Restaurant 3719,Downtown,Mexican,3.2,79,35.05,4559,51804,3,190,237.6988836,9.6,2.7,No,54,59,629319.4
Restaurant 3720,Rural,Japanese,4.9,47,72.07,2675,33670,12,366,220.6501944,5.9,1.8,No,38,5,767193.52
Restaurant 3721,Rural,Indian,4.8,36,37.42,4018,42641,12,612,212.5854638,6.2,5.8,Yes,34,18,324348.17
Restaurant 3722,Suburban,Italian,4.4,50,52.94,1969,28197,17,980,56.89232083,7.9,1,No,27,28,610378.05
Restaurant 3723,Suburban,Japanese,3.9,52,67.87,1840,26952,1,816,264.5310397,4.8,6.5,Yes,47,26,790247.67
Restaurant 3724,Rural,Italian,3.2,30,51.41,2511,24403,11,652,144.1517559,4.5,9.1,No,4,2,362162.81
Restaurant 3725,Rural,Italian,4.6,46,54.26,3404,41384,15,882,83.90388557,6.3,2.7,No,40,32,578961.16
Restaurant 3726,Suburban,Mexican,3.2,64,28.26,1402,17273,9,354,238.8971305,8,4.4,Yes,2,61,416747.19
Restaurant 3727,Suburban,American,3.1,54,44.87,797,15995,7,226,171.6187304,6.7,9.2,No,43,45,551978.43
Restaurant 3728,Rural,Mexican,4.1,45,31.82,2413,24781,11,664,58.00134542,2.7,7.3,Yes,11,18,336695.43
Restaurant 3729,Downtown,Italian,3.3,81,49.65,3674,44565,18,703,245.4678674,4.6,2.2,Yes,71,39,916748.1
Restaurant 3730,Suburban,Japanese,3,68,71.86,2059,27646,7,470,158.7593658,5.6,4.4,Yes,33,35,1092436.4
Restaurant 3731,Rural,Indian,3.8,43,34.42,3089,39168,18,79,238.7314841,5.7,7.8,No,5,4,355942.82
Restaurant 3732,Rural,Mexican,3.3,32,34.22,2570,28155,15,191,238.8977549,4.1,7,No,14,19,267137.77
Restaurant 3733,Rural,American,3.3,48,40.31,2352,26437,16,764,74.98405261,5.7,2.4,No,1,33,451537.11
Restaurant 3734,Rural,Italian,3.2,30,54.91,2031,27010,15,272,203.3064558,7.1,1.6,Yes,20,15,386971.55
Restaurant 3735,Downtown,Indian,3.4,90,35.61,2350,23443,4,554,140.0342661,5.2,7.1,Yes,74,70,722956.09
Restaurant 3736,Rural,Mexican,4.4,30,32.26,1856,19365,3,909,186.6004735,5.1,6.5,Yes,0,1,226350.71
Restaurant 3737,Suburban,Mexican,4.6,59,35.98,2411,30194,14,972,72.13674477,8.2,1.5,No,12,54,493192.46
Restaurant 3738,Downtown,Mexican,3.9,72,26.62,3065,35271,3,879,197.0458898,7.8,9.8,Yes,42,57,442298.59
Restaurant 3739,Rural,Mexican,4,42,33.1,3686,37432,16,560,244.3850057,4.8,3.3,No,14,27,334381.5
Restaurant 3740,Downtown,Indian,3.1,75,31.53,3172,31821,15,52,296.703451,10,4.5,Yes,11,38,548128.27
Restaurant 3741,Suburban,Japanese,3.1,60,74.23,1856,25751,19,503,130.0698875,1.6,2.6,No,22,45,1006533.16
Restaurant 3742,Rural,American,3.5,35,41.56,1135,10957,10,600,88.78118771,3.9,8.5,No,17,21,339787.03
Restaurant 3743,Suburban,American,4.1,52,45.32,2736,34635,17,324,141.4753007,1.3,9.7,No,43,40,548849.47
Restaurant 3744,Rural,Italian,4.5,45,54.53,2637,29175,4,410,54.82562112,8.6,2.9,No,24,39,556812.79
Restaurant 3745,Rural,French,4.2,38,55.82,3145,35507,18,147,152.1933305,7.8,3.5,Yes,28,37,498599.19
Restaurant 3746,Rural,Japanese,3.8,37,66.51,1716,23231,10,509,278.6473712,7.2,7.4,No,19,29,564176.56
Restaurant 3747,Rural,Italian,3.2,32,51.61,2051,23030,16,177,98.58777353,2.9,5.8,Yes,21,22,388834.11
Restaurant 3748,Rural,Italian,4.6,34,50.7,1293,18042,3,216,169.4299121,7.4,1.9,No,18,20,390362.4
Restaurant 3749,Downtown,Mexican,3.7,90,26.85,7282,80113,12,315,193.1542634,4.2,9.4,Yes,77,60,567250.6
Restaurant 3750,Rural,French,4.5,43,56.42,2275,25497,19,992,94.97677997,8.8,6.5,Yes,33,39,568690.73
Restaurant 3751,Rural,French,4,34,61.2,2188,24736,3,433,132.5263809,2.8,3.7,No,29,8,469594.4
Restaurant 3752,Downtown,Japanese,4.5,88,65.54,8360,93099,9,906,277.8393894,3,5.4,Yes,52,35,1300995.81
Restaurant 3753,Downtown,French,4.8,74,64.61,3809,47471,7,200,123.9321846,9.6,5.5,No,9,12,1071463.52
Restaurant 3754,Downtown,Italian,4.8,90,53.88,5083,55922,16,297,208.8407547,5.7,5.7,No,71,45,1100939.48
Restaurant 3755,Downtown,French,4.1,89,63.64,3299,36489,1,620,84.23797968,5,5.5,Yes,65,0,1258806.79
Restaurant 3756,Downtown,French,4,89,55.18,2301,24408,15,267,217.4666948,4.2,6.1,Yes,85,59,1108815.2
Restaurant 3757,Downtown,American,3.5,71,35.52,6433,71113,2,644,119.7861025,8.5,4.5,Yes,23,1,576146.11
Restaurant 3758,Rural,Italian,4.9,36,51.05,3179,36912,16,151,107.8156954,4.2,2.3,Yes,5,35,430686.3
Restaurant 3759,Rural,Indian,3.9,30,40.94,2750,28579,7,709,81.04129543,4.2,7,No,4,12,289202.79
Restaurant 3760,Suburban,French,3.3,70,58.77,2199,21602,14,990,61.70609626,2.1,8.1,Yes,29,8,928577.19
Restaurant 3761,Rural,French,3.9,47,58.79,3579,43780,2,805,291.9649279,5.7,8.6,No,31,14,626088.52
Restaurant 3762,Rural,Mexican,3.3,39,26.48,863,10102,18,349,153.476179,9.3,1.2,No,2,38,252972.48
Restaurant 3763,Downtown,French,4,75,62.42,1875,23682,1,835,244.4038756,9.6,4.6,Yes,25,54,1043946.28
Restaurant 3764,Downtown,French,4.1,76,62.11,4651,48702,16,97,280.022325,10,9.8,Yes,75,58,1077525.07
Restaurant 3765,Rural,American,3.7,41,36.11,3010,37240,9,380,101.0051091,5.3,1.6,Yes,33,21,345768.63
Restaurant 3766,Suburban,Italian,3.1,67,50.14,2504,25772,3,811,267.462149,8,8.1,No,21,3,754624.18
Restaurant 3767,Downtown,Japanese,4.9,80,72.34,3835,41634,13,778,227.006137,6,2.1,No,46,15,1298249.74
Restaurant 3768,Rural,Italian,4.5,48,50.43,3100,34763,2,284,194.494264,5.9,8.4,No,8,40,548646.95
Restaurant 3769,Rural,Mexican,4.7,33,32.42,1677,20174,18,562,252.2694521,8.3,7,No,23,10,265667.4
Restaurant 3770,Suburban,Italian,3.7,68,53.98,1840,22728,2,977,77.66614488,8.5,7.5,No,52,21,823661.1
Restaurant 3771,Suburban,French,4.5,62,62.54,1616,16857,8,146,115.9000841,1.2,9.8,No,45,0,869041.27
Restaurant 3772,Downtown,Mexican,4,88,31.78,4678,50283,3,824,82.76271842,9.5,9.5,Yes,54,53,639543.77
Restaurant 3773,Suburban,Italian,3.4,51,54.39,1454,21632,17,400,273.9926425,8.4,3.7,Yes,17,25,636878.89
Restaurant 3774,Rural,Mexican,3.2,38,34.91,2357,31123,2,139,74.69941494,7.5,4.4,No,16,2,304469.05
Restaurant 3775,Rural,Japanese,3.7,37,69.28,1072,17710,6,248,294.9876054,8.7,4.7,No,36,31,581707.1
Restaurant 3776,Suburban,Italian,3.3,70,46.91,2521,26638,8,149,77.47280367,5.8,2.6,No,30,65,741198.15
Restaurant 3777,Suburban,Indian,5,63,39,2427,26564,17,479,215.4549197,8,4.4,Yes,8,21,568340.7
Restaurant 3778,Suburban,French,3.1,58,57.35,2311,30114,6,201,215.1235122,6.4,9.8,Yes,38,56,753324.8
Restaurant 3779,Suburban,Mexican,3.9,62,35.22,2804,30854,12,630,282.8115444,5.9,5.4,Yes,31,11,504355.1
Restaurant 3780,Downtown,Indian,3.9,87,30.25,3335,40548,16,775,130.7831274,2.9,9.6,No,18,65,609693.9
Restaurant 3781,Suburban,Indian,3.6,55,40.13,1922,24808,6,157,133.0029775,8.6,1.6,Yes,52,36,502434.69
Restaurant 3782,Downtown,American,4.1,72,41.48,1839,25727,2,213,261.5733266,9,1.4,No,41,7,667718.53
Restaurant 3783,Rural,Mexican,3.3,39,33.52,2054,21971,3,500,294.6438882,9.7,6.2,Yes,35,16,304133.39
Restaurant 3784,Suburban,Indian,4.6,59,34.38,3963,48371,9,867,57.53469468,2.1,7.6,No,2,3,468342.93
Restaurant 3785,Downtown,American,3.7,79,45.91,2179,24288,19,297,208.8292302,3.6,3,Yes,35,43,825246.79
Restaurant 3786,Suburban,Indian,4.2,58,32.5,2506,29497,10,534,110.9099126,7.2,5.5,Yes,25,0,436279.35
Restaurant 3787,Rural,French,4.4,41,57.91,1783,21954,13,491,231.990572,8.7,8.9,No,19,5,547917.93
Restaurant 3788,Rural,Japanese,4.8,37,65.57,2422,30555,13,863,243.1797523,7.8,7.9,No,13,21,561279.84
Restaurant 3789,Rural,American,4.7,38,45.35,3862,41637,15,759,240.6313892,5.1,3.1,No,31,34,408843.3
Restaurant 3790,Suburban,Japanese,4.2,66,70.02,3941,42654,13,549,158.8777941,7.5,4,No,7,49,1043882.4
Restaurant 3791,Suburban,Mexican,3.8,57,32.42,3077,36928,13,328,89.4503466,1.6,3.8,Yes,52,39,430466.98
Restaurant 3792,Downtown,French,4,87,62.56,4257,43791,6,573,196.1911577,7,7.5,Yes,36,10,1217804.49
Restaurant 3793,Rural,American,4.5,49,44.62,2745,31217,18,717,247.2595183,1.1,9.7,No,36,1,510980.51
Restaurant 3794,Suburban,Mexican,4.8,66,32.31,4134,50289,7,235,278.0487498,1.4,3.5,Yes,36,17,487356.62
Restaurant 3795,Rural,Indian,3.2,35,36.18,2872,33739,3,797,163.1610809,7.8,6.3,Yes,31,8,296369.67
Restaurant 3796,Rural,Italian,3.8,39,52.81,3042,34124,1,878,111.4188493,5.3,9.9,Yes,32,5,469629.38
Restaurant 3797,Downtown,Mexican,4.6,70,33.26,8665,90968,12,537,79.70561828,1.5,2.4,No,45,33,545039.98
Restaurant 3798,Downtown,Japanese,3.9,90,67.05,4866,52374,5,273,249.4002769,5.3,6.9,No,80,11,1349220.75
Restaurant 3799,Downtown,French,3.7,70,56.21,5830,66626,11,549,183.8243418,1.6,4,Yes,60,20,893170.4
Restaurant 3800,Downtown,French,3.8,78,55.82,5453,60567,12,595,218.5460231,4.1,9.9,Yes,53,59,991166.93
Restaurant 3801,Rural,Mexican,4.2,49,29.11,890,11084,16,911,89.81010016,2.4,2,No,33,25,335978.99
Restaurant 3802,Downtown,Indian,5,72,35.48,8211,87746,1,150,51.6447043,3,5.1,Yes,37,9,583134.52
Restaurant 3803,Downtown,Italian,4,75,51.77,4939,51646,18,815,291.8954017,2.8,3.3,Yes,49,15,886306.33
Restaurant 3804,Downtown,Japanese,3.4,76,75.54,3671,44738,1,323,252.722048,4.3,1.3,No,21,22,1272725.38
Restaurant 3805,Downtown,Mexican,3.3,78,28.64,2913,31903,5,937,150.0066024,2,9.7,Yes,62,20,510265.61
Restaurant 3806,Rural,Mexican,3.1,34,33.37,2963,35894,4,724,164.2869462,5.7,6.1,No,1,15,266594.14
Restaurant 3807,Downtown,French,4.1,85,60.84,5783,64109,1,481,282.26634,4.7,7.3,Yes,57,57,1159314.31
Restaurant 3808,Rural,Japanese,4.1,31,67.42,3918,39712,15,598,101.9125709,8.6,6.6,Yes,17,10,491193.32
Restaurant 3809,Suburban,Italian,3.4,52,51.77,3132,39686,5,561,250.7071714,8.4,2.3,Yes,22,19,609833.63
Restaurant 3810,Rural,French,4.4,32,65.64,3144,31257,7,858,54.48238202,8.4,2.5,Yes,12,20,482550.45
Restaurant 3811,Rural,Mexican,4.5,49,26.37,1250,18474,17,439,268.9281966,5.2,6.6,Yes,27,15,310660.71
Restaurant 3812,Downtown,French,3.5,79,60.58,6619,65672,6,260,197.3210016,3.6,8,No,15,74,1079018.3
Restaurant 3813,Suburban,French,3.7,52,55.57,1125,16373,13,945,169.3944898,4.7,6.5,No,12,32,658272.39
Restaurant 3814,Suburban,American,5,64,38.53,2675,27888,15,135,226.6144255,7.2,6.1,Yes,56,21,570330.19
Restaurant 3815,Suburban,French,3.7,63,61.83,2055,22178,7,554,66.91278282,5.8,7.7,Yes,62,24,877435.29
Restaurant 3816,Suburban,Indian,4.5,53,39.25,1127,20195,7,529,98.88598922,6.6,3.2,No,48,32,474373
Restaurant 3817,Rural,French,3.9,39,63.03,3752,40962,13,652,151.7462705,7.2,7.6,Yes,23,36,571438.1
Restaurant 3818,Suburban,Indian,4.6,60,35.09,4560,46030,4,812,204.4665442,9.3,4.7,No,3,55,484883.32
Restaurant 3819,Rural,Japanese,4.5,40,75,3749,44622,18,257,86.13707256,9.5,7.1,Yes,37,33,696918.6
Restaurant 3820,Rural,French,4.3,37,58.33,2334,26928,8,344,144.8730753,8.6,3.5,No,31,14,494858.24
Restaurant 3821,Rural,Italian,4.7,38,53.29,2867,31230,19,821,115.2232062,1.6,2.2,Yes,25,0,473215.63
Restaurant 3822,Suburban,Indian,4.9,57,35.21,1661,23615,16,961,211.3923418,9.8,1.3,No,42,51,469945.21
Restaurant 3823,Downtown,Indian,4.2,81,39.88,3438,38955,18,869,279.8196124,7.3,8.2,No,78,3,745254.35
Restaurant 3824,Downtown,Mexican,3.5,86,33.77,5546,61750,16,674,91.49478333,7.2,2.8,No,79,80,675148.11
Restaurant 3825,Suburban,Japanese,3.8,64,74.92,1256,13831,16,324,97.31528598,1.2,4.3,No,0,27,1074075.11
Restaurant 3826,Downtown,French,4.5,88,57.36,4115,46884,2,653,200.1321199,5.3,7.9,Yes,27,31,1127191.5
Restaurant 3827,Downtown,Italian,4.3,89,52.35,8484,88976,14,426,163.3906272,6.6,5.1,No,80,7,1062785.1
Restaurant 3828,Rural,Mexican,3.4,35,33.12,1703,21718,19,834,229.5261514,3.5,3,No,15,18,282516.16
Restaurant 3829,Rural,Japanese,3.1,34,73.17,2894,34635,16,222,121.9713318,1.7,2.8,Yes,30,23,573468.58
Restaurant 3830,Suburban,Indian,4.4,57,35.54,1247,16207,4,179,186.2049041,5.8,4.7,Yes,36,2,457285.19
Restaurant 3831,Suburban,Italian,3.5,67,45.12,1401,22211,13,947,146.7070374,5,6.1,Yes,15,13,686965.17
Restaurant 3832,Downtown,French,4,90,57.88,7368,77830,8,649,120.316038,1.4,4.5,Yes,67,75,1176225.26
Restaurant 3833,Rural,American,4.5,50,38.56,3549,43954,3,807,232.3241029,5.7,9.1,No,42,30,444543.52
Restaurant 3834,Suburban,American,4.1,64,44.37,3886,43139,3,616,248.9734371,2,1,Yes,23,33,638092.59
Restaurant 3835,Suburban,Japanese,3.2,52,74.25,2396,23938,5,908,132.2378637,4.8,4.6,Yes,26,30,866023.9
Restaurant 3836,Suburban,Italian,3.4,63,46.15,1059,17770,11,53,205.7429594,3.4,7.7,No,34,35,659048.9
